image,color,sleeve,neckline,material,brand,type,pattern
01787_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01788_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01789_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01790_00.jpg,White,Unknown,Round neck,Unknown,Unknown,Tops,Unknown
01791_00.jpg,Other,Full Sleeves,Unknown,Unknown,Unknown,Blouse,Floral
01792_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01793_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Sweater,Unknown
01794_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01795_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01797_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01798_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01799_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
01800_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01803_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01805_00.jpg,Red,Full Sleeves,Unknown,Unknown,Unknown,Tops,Striped
01806_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
01807_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01808_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01810_00.jpg,Red,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01811_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01813_00.jpg,Yellow,Full Sleeves,V-Neck,Unknown,Unknown,Sweater,Unknown
01816_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01817_00.jpg,Black,Unknown,V-Neck,Unknown,Unknown,Shirt,Unknown
01819_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Bodysuit,Floral
01821_00.jpg,Other,Full Sleeves,Unknown,Unknown,Unknown,Blouse,Floral
01822_00.jpg,Brown,Unknown,Unknown,Unknown,Unknown,Sweater,Unknown
01823_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01824_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01825_00.jpg,White,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
01826_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01828_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01829_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01830_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01831_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01835_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Bodysuit,Unknown
01836_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01837_00.jpg,Black,Half Sleeves,Unknown,Unknown,Unknown,Tops,Floral
01838_00.jpg,Green,Unknown,Turtle Neck,Unknown,Unknown,Sweater,Unknown
01840_00.jpg,Red,Unknown,V-Neck,Unknown,Unknown,Sweater,Unknown
01841_00.jpg,White,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01842_00.jpg,White,Half Sleeves,V-Neck,Unknown,Unknown,Shirt,Unknown
01844_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01845_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01846_00.jpg,Green,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01847_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01848_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01849_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01851_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Bodysuit,Unknown
01852_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Shirt,Plaid
01855_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Plaid
01856_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01857_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01860_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01862_00.jpg,Pink,Unknown,Unknown,Lace,Unknown,Unknown,Unknown
01863_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01864_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Bodysuit,Unknown
01865_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01866_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01867_00.jpg,White,Half Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01868_00.jpg,Pink,Full Sleeves,Unknown,Unknown,Adidas,Tops,Unknown
01869_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01870_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01871_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01873_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01876_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01878_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01879_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01880_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Bodysuit,Unknown
01882_00.jpg,Pink,Unknown,V-Neck,Unknown,Unknown,Tops,Unknown
01883_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,T-Shirt,Unknown
01884_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01885_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Plaid
01886_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01887_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Sweater,Unknown
01888_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01889_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01890_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01891_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01892_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01894_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01895_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01896_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01897_00.jpg,Black,Unknown,Collared,Lace,Unknown,Sweater,Unknown
01898_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01899_00.jpg,White,Unknown,Unknown,Unknown,Levi's,Shirt,Unknown
01901_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01903_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Floral
01904_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01905_00.jpg,Pink,Half Sleeves,Round neck,Unknown,Unknown,Tops,Unknown
01906_00.jpg,Black,Half Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
01907_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
01908_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01909_00.jpg,Blue,Unknown,Unknown,Lace,Unknown,Sweater,Unknown
01910_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01911_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01912_00.jpg,White,Unknown,Round neck,Unknown,Unknown,Tops,Striped
01913_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01914_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
01915_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01916_00.jpg,Purple,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01918_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,T-Shirt,Unknown
01919_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01921_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Floral
01922_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Leopard
01924_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
01925_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01927_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01928_00.jpg,Black,Half Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01929_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
01930_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01931_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01932_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01933_00.jpg,Red,Sleeveless,Unknown,Unknown,Unknown,Tops,Unknown
01935_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01938_00.jpg,White,Unknown,Round neck,Unknown,Unknown,Tops,Unknown
01939_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01941_00.jpg,Orange,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01942_00.jpg,White,Unknown,Collared,Unknown,Unknown,Sweater,Unknown
01943_00.jpg,Red,Unknown,V-Neck,Unknown,Unknown,Tops,Unknown
01945_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01946_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
01947_00.jpg,Yellow,Half Sleeves,V-Neck,Unknown,Unknown,Shirt,Unknown
01949_00.jpg,White,Unknown,V-Neck,Unknown,Unknown,Tops,Unknown
01951_00.jpg,Green,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01952_00.jpg,White,Half Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
01953_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Sweater,Striped
01954_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01956_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01957_00.jpg,White,Half Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
01958_00.jpg,Pink,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
01960_00.jpg,Other,Unknown,V-Neck,Unknown,Unknown,T-Shirt,Unknown
01962_00.jpg,Green,Full Sleeves,Unknown,Unknown,Unknown,Tops,Striped
01964_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Sweater,Unknown
01965_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
01966_00.jpg,Yellow,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
01970_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Striped
01971_00.jpg,Green,Unknown,Unknown,Satin,Unknown,Unknown,Unknown
01972_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01974_00.jpg,White,Full Sleeves,Round neck,Unknown,Unknown,Tops,Unknown
01975_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01976_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
01977_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01978_00.jpg,Pink,Full Sleeves,Unknown,Unknown,Unknown,Bodysuit,Unknown
01979_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01981_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
01983_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Bodysuit,Unknown
01984_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01987_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01988_00.jpg,White,Full Sleeves,V-Neck,Unknown,Unknown,Blouse,Unknown
01989_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
01990_00.jpg,White,Unknown,Unknown,Lace,Unknown,Tops,Unknown
01991_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Floral
01993_00.jpg,Black,Unknown,Collared,Unknown,Unknown,Tops,Unknown
01995_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
01997_00.jpg,Black,Half Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
02000_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02001_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
02003_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02005_00.jpg,White,Full Sleeves,Round neck,Unknown,Unknown,Sweater,Unknown
02006_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02009_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02010_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02013_00.jpg,White,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02014_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02019_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Floral
02021_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02022_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02024_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02025_00.jpg,Brown,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
02026_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02027_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02028_00.jpg,Black,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02029_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02032_00.jpg,Green,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02033_00.jpg,Other,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02034_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02035_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02036_00.jpg,White,Unknown,Unknown,Unknown,Tommy Hilfiger,Shirt,Unknown
02037_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02038_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02041_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02043_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02044_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02045_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02047_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02048_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02049_00.jpg,Red,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02050_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02051_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02052_00.jpg,Other,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02053_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02055_00.jpg,Yellow,Unknown,V-Neck,Unknown,Unknown,Tops,Unknown
02056_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02057_00.jpg,Blue,Half Sleeves,Unknown,Unknown,Unknown,Shirt,Unknown
02058_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02059_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02061_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02062_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02063_00.jpg,Pink,Half Sleeves,Unknown,Unknown,Unknown,Shirt,Unknown
02065_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02067_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02068_00.jpg,White,Full Sleeves,V-Neck,Unknown,Unknown,Sweater,Unknown
02069_00.jpg,Black,Half Sleeves,V-Neck,Unknown,Unknown,Shirt,Unknown
02072_00.jpg,White,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
02074_00.jpg,Black,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
02075_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Sweater,Unknown
02076_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Polo,Unknown
02077_00.jpg,Blue,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02078_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02079_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,T-Shirt,Unknown
02080_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02081_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02083_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02084_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Blouse,Floral
02085_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02086_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02087_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Cropped Top,Unknown
02088_00.jpg,Pink,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02089_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02090_00.jpg,Navy,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02091_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
02092_00.jpg,Black,Unknown,V-Neck,Unknown,Unknown,Tops,Unknown
02095_00.jpg,Other,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02096_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02098_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Blouse,Polka
02099_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Blouse,Unknown
02100_00.jpg,White,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
02101_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Leopard
02103_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02104_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02105_00.jpg,Black,Half Sleeves,Round neck,Unknown,Unknown,Shirt,Unknown
02106_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02107_00.jpg,White,Unknown,Collared,Lace,Unknown,Unknown,Unknown
02108_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02109_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
02110_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
02111_00.jpg,Black,Unknown,Collared,Unknown,Unknown,Tops,Unknown
02112_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Sweater,Floral
02113_00.jpg,Black,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02114_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02117_00.jpg,Black,Half Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
02119_00.jpg,Other,Sleeveless,Unknown,Unknown,Unknown,Blouse,Unknown
02120_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Plaid
02121_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02122_00.jpg,Black,Unknown,Turtle Neck,Unknown,Unknown,Sweater,Unknown
02123_00.jpg,Black,Full Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
02124_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02125_00.jpg,Green,Unknown,Turtle Neck,Unknown,Unknown,Sweater,Unknown
02126_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Sweater,Striped
02127_00.jpg,Grey,Unknown,Turtle Neck,Unknown,Unknown,Sweater,Unknown
02129_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02130_00.jpg,Black,Full Sleeves,V-Neck,Unknown,Unknown,Tops,Unknown
02131_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
02132_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02133_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02135_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Striped
02137_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Striped
02138_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
02139_00.jpg,White,Full Sleeves,Unknown,Unknown,Unknown,Sweater,Unknown
02140_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Floral
02141_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02143_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02144_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02145_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02146_00.jpg,Red,Full Sleeves,V-Neck,Unknown,Unknown,Sweater,Unknown
02147_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
02148_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02149_00.jpg,White,Unknown,High neck,Unknown,Unknown,Tops,Unknown
02150_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02153_00.jpg,Orange,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02154_00.jpg,Pink,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02155_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02156_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02158_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Blouse,Floral
02159_00.jpg,Other,Half Sleeves,Unknown,Unknown,Unknown,Shirt,Unknown
02160_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02161_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02162_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02163_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02164_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02165_00.jpg,Black,Unknown,Collared,Lace,Unknown,Tops,Unknown
02166_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02168_00.jpg,Pink,Half Sleeves,V-Neck,Unknown,Unknown,Shirt,Unknown
02170_00.jpg,Other,Unknown,Turtle Neck,Unknown,Unknown,Sweater,Unknown
02172_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02173_00.jpg,Green,Unknown,Unknown,Unknown,Tommy Hilfiger,Unknown,Unknown
02174_00.jpg,Black,Full Sleeves,Unknown,Unknown,Unknown,Sweater,Unknown
02175_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Unknown,Floral
02177_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Sweater,Striped
02178_00.jpg,Pink,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02181_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02182_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Graphic
02183_00.jpg,White,Unknown,Round neck,Unknown,Unknown,Shirt,Unknown
02185_00.jpg,Yellow,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02186_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02187_00.jpg,White,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02188_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02189_00.jpg,Yellow,Unknown,V-Neck,Unknown,Unknown,Shirt,Unknown
02190_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02191_00.jpg,Orange,Unknown,Unknown,Unknown,Unknown,Sweater,Unknown
02192_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02193_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
02195_00.jpg,Blue,Unknown,Unknown,Unknown,Unknown,Blouse,Floral
02197_00.jpg,Yellow,Sleeveless,Unknown,Unknown,Unknown,Shirt,Unknown
02199_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02200_00.jpg,Red,Full Sleeves,Unknown,Unknown,Unknown,Sweater,Unknown
02201_00.jpg,Navy,Full Sleeves,Unknown,Unknown,Unknown,Tops,Striped
02202_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02203_00.jpg,Black,Full Sleeves,Collared,Unknown,Unknown,Bodysuit,Unknown
02205_00.jpg,White,Full Sleeves,V-Neck,Unknown,Unknown,Blouse,Unknown
02206_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Blouse,Floral
02209_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02210_00.jpg,Green,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02211_00.jpg,Red,Unknown,Unknown,Unknown,Unknown,Tops,Floral
02212_00.jpg,Other,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02213_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02214_00.jpg,Black,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02215_00.jpg,Pink,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02216_00.jpg,Black,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02217_00.jpg,Pink,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02218_00.jpg,Black,Unknown,Unknown,Unknown,Unknown,Tops,Striped
02219_00.jpg,Green,Unknown,Unknown,Unknown,Unknown,Shirt,Striped
02220_00.jpg,Orange,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02222_00.jpg,Grey,Full Sleeves,Unknown,Unknown,Unknown,Sweater,Unknown
02223_00.jpg,Grey,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
02224_00.jpg,White,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02225_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Tops,Unknown
02226_00.jpg,Blue,Unknown,Unknown,Lace,Unknown,Tops,Unknown
02227_00.jpg,Black,Unknown,High neck,Unknown,Unknown,Tops,Unknown
02228_00.jpg,Black,Half Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02229_00.jpg,Black,Full Sleeves,Unknown,Unknown,Unknown,Tops,Unknown
02230_00.jpg,White,Unknown,Unknown,Unknown,Unknown,Shirt,Unknown
